price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed,vehicle_age
11999,2012,ford explorer,good,6,gas,110446,automatic,SUV,custom,0,2018-07-24,41,6
1900,2003,honda pilot,good,6,gas,195000,automatic,SUV,red,1,2018-07-26,84,15
5990,2008,ford explorer,good,6,gas,137809,automatic,SUV,black,1,2018-11-30,62,10
7500,2003,chrysler town & country,excellent,6,gas,123000,automatic,mini-van,unknown,0,2018-10-20,6,15
1200,2007,acura tl,fair,6,gas,177000,automatic,sedan,black,0,2019-02-10,71,12
6000,2008,honda accord,good,4,gas,77000,automatic,sedan,silver,0,2018-05-14,28,10
29950,2005,ford f-250,excellent,8,diesel,153108,automatic,truck,white,1,2018-06-06,11,13
15495,2008,ram 3500,excellent,6,diesel,218532,automatic,pickup,silver,1,2019-04-08,61,11
21995,2015,gmc sierra 1500,like new,8,gas,93561,automatic,truck,white,1,2018-09-13,33,3
6950,2015,dodge grand caravan,good,6,gas,138000,automatic,van,red,0,2018-08-17,30,3
6950,2006,ford f-150,good,8,gas,166874,automatic,pickup,red,1,2018-05-16,76,12
14990,2012,chevrolet silverado 2500hd,good,8,gas,177877,automatic,truck,unknown,1,2018-10-08,67,6
3950,2005,dodge dakota,good,6,gas,177489,automatic,pickup,white,1,2018-08-07,41,13
20990,2008,ford f-350 sd,good,8,gas,54561,automatic,truck,white,0,2018-07-23,59,10
23990,2007,chevrolet silverado 3500hd,good,8,gas,64185,automatic,truck,unknown,1,2018-08-24,65,11
10800,2012,honda odyssey,excellent,6,gas,104000,automatic,mini-van,white,0,2018-06-15,6,6
22000,2012,toyota tacoma,good,6,gas,69258,automatic,pickup,grey,1,2018-07-05,52,6
5700,2009,chevrolet impala,good,6,gas,103000,automatic,sedan,white,0,2019-02-10,21,10
1600,2004,ford f-150,fair,6,gas,214000,automatic,pickup,unknown,1,2019-02-23,42,15
5500,2011,ford f-150,good,8,gas,161000,automatic,pickup,white,1,2018-08-10,85,7
4500,2008,chevrolet silverado 1500,fair,8,gas,150000,automatic,truck,white,1,2018-05-20,22,10
7999,2008,toyota highlander,good,6,gas,180312,automatic,SUV,black,0,2018-06-02,31,10
6499,2008,honda odyssey,good,6,gas,159015,automatic,van,blue,0,2018-07-21,31,10
800,1998,jeep grand cherokee laredo,fair,6,gas,220500,automatic,SUV,grey,1,2018-05-26,69,20
15950,2008,ford f-250,excellent,8,diesel,211778,automatic,truck,red,1,2018-05-08,24,10
31998,2019,ford f150,excellent,8,gas,13057,automatic,truck,blue,1,2019-02-19,64,0
14998,2018,nissan sentra,excellent,4,gas,689,automatic,sedan,grey,0,2018-05-29,66,0
16998,2017,nissan rogue,excellent,4,gas,32395,automatic,SUV,white,1,2019-04-10,18,2
20998,2018,nissan rogue,excellent,4,gas,17123,automatic,SUV,blue,1,2018-10-16,18,0
20998,2015,jeep wrangler,excellent,6,gas,115828,automatic,SUV,unknown,1,2018-12-28,27,3
17998,2018,dodge grand caravan,excellent,6,gas,45280,automatic,mini-van,black,0,2019-03-04,3,1
15998,2011,nissan frontier,excellent,6,gas,74097,automatic,truck,unknown,1,2018-12-22,8,7
30898,2016,toyota tundra,excellent,8,gas,53998,automatic,truck,grey,1,2019-02-03,20,3
15498,2016,nissan rogue,excellent,4,gas,53998,automatic,SUV,grey,1,2019-01-18,6,3
15998,2008,gmc sierra,excellent,6,gas,23790,automatic,truck,unknown,0,2018-11-21,19,10
30898,2009,toyota tundra,excellent,8,gas,66337,automatic,truck,unknown,1,2018-05-04,221,9
17998,2013,chevrolet silverado,excellent,8,gas,117350,automatic,truck,unknown,1,2018-07-06,33,5
22900,2017,jeep wrangler,like new,6,gas,32000,automatic,SUV,white,1,2019-02-23,154,2
13995,2008,toyota 4runner,excellent,6,gas,140000,automatic,SUV,unknown,1,2018-07-17,0,10
9995,2011,toyota rav4,good,4,gas,134528,automatic,SUV,unknown,0,2018-12-14,29,7
4995,2012,chevrolet cruze,excellent,4,gas,119709,automatic,sedan,unknown,0,2019-04-18,27,7
6895,2012,volkswagen jetta,excellent,4,gas,97651,automatic,sedan,grey,0,2019-01-04,32,7
11995,2013,volkswagen passat,excellent,4,diesel,39945,automatic,sedan,blue,0,2019-03-28,17,6
7995,2004,toyota tacoma,excellent,6,gas,147671,manual,pickup,unknown,1,2018-07-13,49,14
8995,2012,volkswagen passat,excellent,4,diesel,77312,automatic,sedan,unknown,0,2018-06-19,69,6
8995,2014,kia soul,excellent,4,gas,66940,automatic,sedan,grey,0,2019-04-06,15,5
9795,2013,toyota corolla,excellent,4,gas,99840,automatic,sedan,unknown,0,2018-07-09,73,5
12995,2010,toyota tacoma,excellent,6,gas,124716,automatic,pickup,blue,1,2018-11-18,74,8
13995,2012,ram 1500,excellent,8,gas,86846,automatic,pickup,black,1,2018-12-09,60,6
10995,2013,volkswagen passat,excellent,4,diesel,99840,automatic,sedan,black,0,2019-02-16,55,6
8985,2013,honda cr-v,excellent,4,gas,99928,automatic,SUV,black,1,2018-05-13,33,5
4895,2012,ford fusion,excellent,4,gas,110000,automatic,sedan,silver,0,2019-04-12,26,7
8895,2013,volkswagen jetta,excellent,4,diesel,71524,automatic,wagon,silver,0,2019-02-09,40,6
5895,2009,subaru forester,excellent,4,gas,123714,manual,SUV,silver,1,2019-01-30,29,10
7895,2012,toyota prius,excellent,4,hybrid,109188,automatic,sedan,grey,0,2019-02-03,76,7
6895,2008,toyota tundra,excellent,8,gas,204007,automatic,pickup,red,1,2018-06-22,21,10
5895,2011,subaru outback,excellent,4,gas,135814,manual,wagon,black,1,2019-01-08,69,8
12495,2013,volkswagen passat,excellent,4,diesel,40437,automatic,sedan,silver,0,2018-08-01,60,5
6895,2011,subaru impreza,excellent,4,gas,90880,manual,wagon,silver,1,2018-05-23,20,7
11995,2013,volkswagen passat,excellent,4,diesel,45977,automatic,sedan,black,0,2018-07-31,31,5
9985,2013,volkswagen jetta,excellent,4,diesel,55974,automatic,sedan,unknown,0,2018-12-22,100,5
9995,2014,toyota corolla,excellent,4,gas,58052,automatic,sedan,blue,0,2018-07-25,41,4
12895,2013,volkswagen passat,excellent,4,diesel,29136,automatic,sedan,black,0,2019-01-29,47,6
4995,2009,subaru forester,excellent,4,gas,150903,manual,SUV,grey,1,2018-11-30,36,9
5895,2010,toyota corolla,excellent,4,gas,141096,automatic,sedan,grey,0,2018-09-02,23,8
23985,2013,gmc sierra 2500hd,excellent,8,gas,95324,automatic,pickup,blue,1,2018-11-01,50,5
3985,2006,honda accord,excellent,4,gas,154366,automatic,sedan,grey,0,2018-08-01,26,12
14895,2010,toyota tundra,excellent,8,gas,124009,automatic,pickup,silver,1,2018-10-09,72,8
8895,2011,toyota prius,excellent,4,hybrid,99581,automatic,sedan,unknown,0,2019-03-22,11,8
10895,2015,toyota prius,excellent,4,hybrid,104753,automatic,sedan,red,0,2018-09-26,62,3
16985,2015,toyota rav4,excellent,4,gas,58924,automatic,SUV,unknown,1,2018-11-10,11,3
8985,2012,volkswagen jetta,excellent,4,diesel,73744,automatic,sedan,black,0,2018-09-06,37,6
6995,2012,toyota prius,excellent,4,hybrid,143180,automatic,hatchback,green,0,2018-12-02,30,6
12985,2017,toyota corolla,excellent,4,gas,34871,automatic,sedan,unknown,0,2018-12-29,40,1
6785,2013,toyota corolla,excellent,4,gas,130051,automatic,sedan,blue,0,2019-04-03,23,6
8995,2012,toyota prius,excellent,4,hybrid,91089,automatic,sedan,grey,0,2019-01-30,11,7
34985,2017,ram 3500,excellent,6,diesel,41000,automatic,pickup,white,1,2018-12-22,32,1
19985,2012,jeep wrangler unlimited,excellent,6,gas,110000,automatic,SUV,silver,1,2018-06-30,79,6
5985,2014,ford focus,excellent,4,gas,92710,automatic,sedan,grey,0,2018-12-30,93,4
3995,2003,ford taurus,excellent,6,gas,161397,automatic,sedan,silver,0,2018-06-11,13,15
7500,2010,honda accord,good,4,gas,161528,automatic,sedan,grey,0,2019-01-01,18,9
1500,2005,ford ranger,fair,6,gas,137000,manual,truck,red,1,2018-11-27,14,13
1600,2015,honda accord,excellent,4,gas,55000,automatic,sedan,black,0,2019-03-22,58,4
3500,2003,ford ranger,excellent,6,gas,106000,manual,pickup,black,0,2018-05-10,38,15
3500,2009,honda civic,good,4,gas,140000,automatic,sedan,grey,0,2018-06-25,53,9
3500,1985,ford f-250,excellent,8,gas,167300,manual,truck,unknown,1,2018-05-24,49,33
1800,2004,gmc sierra 1500,good,8,gas,182000,automatic,truck,blue,0,2019-03-26,61,15
6200,2011,toyota corolla,excellent,4,gas,120000,automatic,sedan,red,0,2018-10-14,60,7
9975,2012,toyota rav4,excellent,4,gas,104598,automatic,SUV,brown,1,2018-05-16,41,6
21500,2007,chrysler town & country,excellent,6,gas,56404,automatic,mini-van,unknown,0,2019-02-16,18,12
7500,2001,toyota tacoma,good,6,gas,179183,automatic,truck,red,1,2019-02-24,53,18
8500,2009,toyota camry,good,6,gas,106932,automatic,sedan,green,0,2018-12-23,10,9
4999,2005,honda odyssey,good,6,gas,156931,automatic,van,unknown,0,2018-09-29,83,13
10995,2008,jeep wrangler,excellent,6,gas,179176,automatic,SUV,silver,1,2018-08-24,55,10
5850,2007,toyota highlander,excellent,6,gas,142792,automatic,SUV,black,1,2018-05-27,31,11
4395,2012,ford focus se,excellent,4,gas,130000,automatic,sedan,black,0,2019-04-03,28,7
7500,2012,ford expedition,excellent,8,gas,184700,automatic,SUV,unknown,1,2019-01-11,66,7
9499,2012,toyota camry,excellent,6,gas,101816,automatic,sedan,grey,0,2019-02-14,26,7
4800,2003,chevrolet trailblazer,good,6,gas,161397,automatic,SUV,grey,1,2018-12-05,19,15
4600,2002,chevrolet trailblazer,good,6,gas,142000,automatic,SUV,green,1,2019-03-22,45,17
11999,2013,chevrolet silverado 1500,good,8,gas,160687,automatic,truck,grey,1,2018-06-14,8,5
299,2004,toyota camry,excellent,4,gas,185234,automatic,sedan,unknown,0,2019-02-23,54,15
13895,2017,hyundai elantra,like new,4,gas,41000,automatic,sedan,silver,0,2019-03-24,15,2
21995,2016,ram 1500,good,8,gas,77473,automatic,truck,black,1,2018-05-02,79,2
3995,2008,nissan sentra,good,4,gas,117554,automatic,sedan,unknown,0,2018-06-30,34,10
17995,2013,ford f-150,good,6,gas,122984,automatic,truck,unknown,1,2018-05-21,11,5
5995,2009,nissan rogue,good,4,gas,113800,automatic,wagon,blue,1,2019-01-19,39,10
3495,2005,ford escape,good,4,gas,112889,automatic,wagon,green,1,2019-03-25,36,14
8995,2006,ford f-150,good,8,gas,96926,automatic,truck,black,1,2019-04-18,28,13
8495,2009,nissan murano,good,6,gas,88330,automatic,wagon,brown,1,2018-11-16,16,9
4995,2009,nissan rogue,good,4,gas,131565,automatic,wagon,unknown,1,2018-08-22,70,9
9995,2009,honda odyssey,good,6,gas,68768,automatic,van,white,0,2018-07-17,82,9
5495,2011,nissan maxima,good,6,gas,123025,automatic,sedan,silver,0,2018-12-05,81,7
11995,2012,jeep grand cherokee,good,6,gas,101682,automatic,wagon,white,1,2019-01-29,18,7
9900,2010,chevrolet camaro,excellent,6,gas,92950,automatic,coupe,unknown,0,2018-10-29,16,8
4999,2008,jeep liberty,excellent,6,gas,143983,automatic,SUV,silver,1,2018-11-18,10,10
6499,2011,chevrolet traverse,excellent,6,gas,155903,automatic,SUV,grey,0,2018-08-24,29,7
7999,2010,chevrolet traverse,excellent,6,gas,109363,automatic,SUV,grey,0,2019-03-17,72,9
7499,2009,nissan murano,excellent,6,gas,129680,automatic,SUV,black,1,2018-08-06,11,9
3500,2009,honda civic,excellent,4,gas,131565,automatic,coupe,blue,0,2018-09-02,67,9
7999,2009,chevrolet equinox,excellent,6,gas,95021,automatic,SUV,silver,1,2018-10-31,86,9
4999,2002,toyota 4runner,excellent,6,gas,177901,automatic,SUV,black,1,2018-09-13,79,16
13497,2011,chevrolet silverado 1500,good,8,gas,144024,automatic,truck,unknown,1,2018-10-22,33,7
11995,2006,toyota tundra,like new,8,gas,90946,automatic,pickup,green,1,2019-03-06,20,13
11775,2014,nissan maxima,excellent,6,gas,72941,automatic,sedan,blue,0,2018-07-04,30,4
19999,2016,jeep wrangler unlimited,excellent,6,gas,86891,automatic,wagon,unknown,1,2019-04-19,5,3
5499,2011,chrysler 200,excellent,4,gas,106337,automatic,sedan,grey,0,2018-08-09,45,7
13999,2015,jeep grand cherokee,excellent,6,gas,108674,automatic,wagon,grey,1,2018-05-14,3,3
4999,2012,nissan versa,excellent,4,gas,95763,automatic,hatchback,blue,0,2019-03-18,58,7
19500,2017,chevrolet silverado,good,8,gas,29000,automatic,truck,silver,1,2018-11-09,48,1
4200,2009,toyota prius,good,4,hybrid,155940,automatic,hatchback,red,0,2019-01-10,18,10
13495,2009,ram 1500,excellent,8,gas,81196,automatic,pickup,red,1,2018-12-03,13,9
1999,2003,ford f-250,good,8,gas,165000,automatic,truck,blue,1,2018-09-07,10,15
13999,2016,dodge grand caravan,good,6,gas,85285,automatic,van,grey,0,2018-09-02,86,2
13999,2011,gmc sierra 1500,good,8,gas,171960,automatic,truck,black,1,2019-03-26,73,8
2499,2007,toyota camry,good,4,gas,398080,automatic,sedan,custom,0,2019-01-03,14,12
5500,2009,jeep liberty,good,6,gas,105845,automatic,SUV,green,1,2018-06-06,21,9
3999,2011,dodge grand caravan,excellent,6,gas,149517,automatic,mini-van,white,0,2018-09-03,39,7
8500,2013,nissan altima,good,4,gas,127201,automatic,sedan,white,0,2019-01-14,65,6
7000,2013,volkswagen passat,good,5,gas,56000,automatic,sedan,black,0,2018-09-06,13,5
3750,2007,nissan altima,excellent,4,gas,153000,automatic,sedan,black,0,2019-03-16,6,12
6900,2014,volkswagen passat,excellent,4,gas,24759,automatic,sedan,custom,0,2019-01-04,43,5
19900,2014,ford f150,good,8,gas,81000,automatic,truck,unknown,1,2018-11-03,42,4
8999,2012,kia sorento,good,4,gas,110000,automatic,SUV,blue,0,2019-02-05,51,7
28650,2016,ford f-150,excellent,8,gas,49107,automatic,truck,silver,1,2018-06-10,42,2
10965,2007,ford f-150,excellent,8,gas,81000,automatic,pickup,unknown,1,2018-12-12,91,11
3400,2005,chrysler town & country,excellent,6,gas,119722,automatic,mini-van,silver,0,2018-12-05,7,13
4900,2005,hyundai sonata,excellent,6,gas,112548,automatic,sedan,silver,0,2018-10-07,12,13
13995,2015,toyota camry,good,6,gas,107041,automatic,sedan,white,0,2019-03-24,9,4
37999,2015,chevrolet silverado 1500,good,8,gas,20492,automatic,truck,black,1,2018-07-07,13,3
9999,2013,honda accord,good,4,gas,117500,automatic,sedan,custom,0,2018-06-18,21,5
4195,1998,ford ranger,good,6,gas,153474,automatic,pickup,green,1,2018-06-07,45,20
9750,2007,chevrolet silverado 1500,good,8,gas,193799,automatic,pickup,grey,1,2018-06-12,7,11
8975,2011,jeep grand cherokee,good,6,gas,123025,automatic,SUV,white,1,2019-01-15,28,8
5500,2008,jeep grand cherokee,good,8,gas,148578,automatic,SUV,black,1,2018-07-18,25,10
6399,2012,ford focus se,like new,4,gas,110000,automatic,sedan,grey,0,2019-03-08,24,7
3200,2006,volkswagen jetta,good,4,gas,158000,automatic,sedan,black,0,2019-03-30,66,13
2199,2005,nissan sentra,excellent,4,gas,148,automatic,sedan,silver,0,2018-06-04,31,13
6500,2010,buick enclave,good,6,gas,143605,automatic,SUV,silver,0,2018-09-20,49,8
9995,2000,jeep cherokee,excellent,6,gas,61951,automatic,SUV,unknown,0,2018-05-03,25,18
16900,2008,ford f350,excellent,8,gas,208716,automatic,truck,black,1,2018-11-05,22,10
2900,2001,jeep cherokee,good,6,gas,236617,automatic,SUV,red,0,2019-02-13,45,18
6995,2005,ford mustang,excellent,8,gas,163000,automatic,coupe,silver,0,2018-08-25,49,13
3500,2007,honda civic,excellent,4,gas,122000,automatic,sedan,red,0,2019-02-06,41,12
16900,2010,ford f150,excellent,8,gas,70599,automatic,truck,grey,0,2019-01-23,10,9
4300,2009,chevrolet malibu,good,6,gas,139911,automatic,sedan,custom,0,2019-02-14,36,10
4500,2009,chevrolet traverse,good,6,gas,201978,automatic,SUV,blue,0,2018-08-07,32,9
2500,2001,ford ranger,fair,6,gas,259898,automatic,pickup,unknown,0,2018-12-05,27,17
26000,1966,dodge charger,good,8,gas,63070,automatic,coupe,unknown,0,2018-10-10,28,52
32900,2015,ram 3500,excellent,6,diesel,151500,automatic,truck,white,1,2018-09-11,74,3
18900,2012,ford f-250 sd,excellent,8,diesel,235000,automatic,truck,white,1,2018-11-29,78,6
6500,2010,ford f-150,excellent,8,gas,202957,automatic,truck,white,0,2019-01-17,6,9
24500,2011,ram 3500,excellent,6,gas,210850,automatic,truck,custom,1,2018-08-03,65,7
12900,2011,chevrolet silverado 1500,excellent,8,gas,123025,automatic,truck,white,1,2018-07-01,77,7
13995,2012,chrysler 300,good,6,gas,76451,automatic,sedan,unknown,0,2018-10-23,49,6
8495,2008,ford expedition,good,8,gas,131757,automatic,SUV,custom,0,2018-09-06,37,10
10995,2015,volkswagen passat,good,4,diesel,91444,automatic,sedan,unknown,0,2019-01-28,13,4
9995,2015,honda civic,good,4,gas,113600,automatic,sedan,white,0,2018-11-20,24,3
9995,2007,cadillac escalade,good,8,gas,195342,automatic,SUV,grey,1,2018-06-30,42,11
9999,2007,hyundai santa fe,like new,4,gas,33000,automatic,SUV,unknown,1,2018-12-14,48,11
4300,2013,nissan sentra,excellent,4,gas,63000,automatic,sedan,unknown,0,2018-06-21,97,5
23995,2013,jeep wrangler unlimited,excellent,6,gas,103087,automatic,wagon,black,1,2018-05-18,71,5
7900,2016,volkswagen jetta,good,4,gas,19300,automatic,sedan,white,0,2018-10-28,35,2
6200,2015,nissan sentra,like new,4,gas,78285,automatic,sedan,grey,0,2018-06-08,25,3
8600,2014,hyundai sonata,excellent,4,gas,73960,automatic,sedan,unknown,0,2018-11-23,31,4
14500,2011,chevrolet tahoe,excellent,8,gas,116447,automatic,SUV,black,1,2018-05-12,17,7
4400,2008,toyota camry,excellent,6,gas,100258,automatic,sedan,red,0,2019-02-16,59,11
18000,2014,chevrolet silverado 1500,good,6,gas,110383,automatic,truck,grey,1,2018-05-15,26,4
19999,2012,ram 2500,excellent,6,diesel,154227,automatic,truck,white,0,2019-01-21,42,7
12500,2015,ford f-150,excellent,8,gas,179658,automatic,pickup,unknown,0,2018-07-29,163,3
8500,2002,gmc sierra,good,8,gas,123067,automatic,truck,white,0,2019-04-10,16,17
14500,2009,ford f350,excellent,8,diesel,226996,automatic,truck,white,0,2018-08-22,23,9
12500,2010,ford f-150,excellent,8,gas,138855,automatic,pickup,white,0,2018-08-22,6,8
4000,1994,gmc sierra,good,8,gas,140000,automatic,truck,brown,0,2018-07-19,79,24
30500,2018,chevrolet silverado 1500,good,8,gas,21000,automatic,pickup,red,1,2019-03-26,40,1
10500,1997,ford f-250,excellent,8,diesel,218563,automatic,truck,unknown,1,2019-02-18,42,22
10000,2013,acura tl,excellent,6,gas,163500,automatic,sedan,white,0,2018-12-19,12,5
9400,2013,nissan altima,excellent,4,gas,72300,automatic,sedan,silver,0,2018-12-26,15,5
7500,2007,toyota highlander,excellent,6,gas,113524,automatic,SUV,custom,1,2018-08-19,38,11
8000,2005,nissan frontier,excellent,6,gas,106155,automatic,truck,blue,1,2019-04-09,18,14
7398,2012,honda civic,excellent,4,gas,117008,automatic,sedan,silver,0,2018-11-24,40,6
8698,2016,ford focus,excellent,4,gas,53998,automatic,hatchback,unknown,0,2018-10-19,6,2
12898,2015,nissan rogue,excellent,4,gas,91475,automatic,SUV,grey,1,2018-05-13,68,3
10198,2012,subaru outback,excellent,4,gas,113612,automatic,wagon,unknown,1,2018-10-16,27,6
9698,2012,subaru outback,excellent,4,gas,98097,automatic,wagon,blue,1,2019-03-07,51,7
12498,2009,nissan murano,excellent,6,gas,109456,automatic,SUV,unknown,1,2018-07-24,77,9
24998,2012,dodge grand caravan,excellent,6,gas,59000,automatic,mini-van,black,1,2018-10-12,47,6
3499,2004,hyundai sonata,excellent,4,gas,156640,automatic,sedan,unknown,0,2019-02-25,59,15
16995,2014,toyota tacoma,excellent,4,gas,64844,automatic,truck,white,0,2019-04-08,36,5
19999,2012,chevrolet camaro,excellent,8,gas,45000,automatic,coupe,orange,0,2018-07-11,55,6
6200,2013,nissan altima,excellent,4,gas,74000,automatic,sedan,black,0,2019-02-08,55,6
8698,2013,nissan rogue,excellent,4,gas,82313,automatic,SUV,unknown,1,2019-03-26,28,6
5390,2009,ford fusion,excellent,4,gas,85077,automatic,sedan,silver,0,2018-05-07,38,9
6500,2007,ram 1500,good,8,gas,230000,automatic,truck,black,1,2018-12-22,24,11
3999,2011,dodge grand caravan,excellent,6,gas,123025,automatic,mini-van,white,0,2018-11-27,2,7
17900,2014,chevrolet camaro,excellent,6,gas,90000,automatic,convertible,unknown,0,2018-05-10,37,4
4400,1994,honda civic,good,4,gas,171500,manual,hatchback,grey,0,2018-09-08,83,24
6900,2012,honda civic,excellent,4,gas,75000,automatic,hatchback,unknown,0,2018-07-30,38,6
7500,2009,chevrolet silverado 1500,fair,8,gas,194729,automatic,truck,white,1,2018-12-23,18,9
8100,2015,chevrolet equinox,like new,4,gas,74000,automatic,SUV,black,0,2019-01-09,88,4
4800,2014,nissan versa,like new,4,gas,79000,automatic,sedan,brown,0,2018-07-14,23,4
4300,2009,toyota camry,like new,4,gas,110000,automatic,sedan,brown,0,2019-03-19,22,10
2800,2003,volkswagen jetta,excellent,4,gas,161000,automatic,sedan,unknown,0,2018-08-20,8,15
8500,2010,toyota tacoma,good,4,gas,48255,automatic,truck,silver,0,2018-10-20,12,8
7495,2005,chevrolet silverado 1500,excellent,8,gas,153108,automatic,truck,silver,0,2019-01-04,63,14
3495,2009,subaru outback,excellent,4,gas,214000,automatic,wagon,green,1,2018-10-04,43,9
16000,2012,cadillac escalade,good,8,gas,97913,automatic,SUV,white,1,2019-03-02,69,7
19995,2017,honda odyssey,like new,6,gas,35000,automatic,mini-van,grey,0,2018-07-08,29,1
14995,2018,ford fusion se,like new,4,hybrid,42343,automatic,sedan,black,0,2019-03-09,9,1
8999,2013,honda civic lx,excellent,4,gas,93066,automatic,coupe,black,0,2018-12-27,30,5
11250,2017,nissan rogue,excellent,4,gas,108000,automatic,SUV,black,1,2018-05-10,66,1
18800,2014,chevrolet camaro lt coupe 2d,good,6,gas,52348,automatic,coupe,black,0,2018-05-29,26,4
4900,2006,acura tl,excellent,6,gas,163000,automatic,sedan,white,0,2019-04-14,31,13
12800,2013,honda accord,excellent,6,gas,125000,automatic,coupe,silver,0,2019-03-02,45,6
4995,2005,toyota rav4,excellent,4,gas,194142,automatic,SUV,unknown,0,2018-09-08,20,13
44995,2015,gmc sierra 2500hd,excellent,8,diesel,68453,automatic,truck,unknown,1,2018-12-09,19,3
15995,2011,chevrolet silverado 1500,excellent,8,gas,112773,automatic,truck,unknown,1,2019-01-31,43,8
34995,2012,ram 2500,excellent,6,diesel,100253,other,truck,black,1,2018-05-03,20,6
400,1999,ford f-150,fair,8,gas,174875,automatic,truck,green,0,2018-09-28,26,19
26000,2008,ram 2500,excellent,6,diesel,140000,automatic,truck,grey,1,2019-01-10,23,11
7900,2012,toyota camry,good,4,gas,111861,automatic,sedan,silver,0,2018-08-25,21,6
5995,2010,toyota tacoma,good,4,gas,127168,automatic,pickup,silver,0,2018-10-24,49,8
5500,2001,chevrolet silverado 1500,good,8,gas,239000,automatic,truck,red,1,2018-05-13,74,17
8499,2013,subaru forester,excellent,4,gas,99840,automatic,SUV,silver,1,2018-07-11,22,5
7380,2007,jeep grand cherokee,good,8,gas,92056,automatic,SUV,grey,1,2018-10-09,56,11
8495,2007,ford econoline,good,8,gas,142000,automatic,van,white,0,2018-12-04,37,11
10911,2011,ford explorer,excellent,6,gas,161464,automatic,SUV,unknown,1,2018-05-06,38,7
6700,2012,chevrolet cruze,like new,4,gas,28225,manual,sedan,blue,0,2019-04-11,48,7
7910,2010,toyota prius,excellent,4,gas,162749,automatic,hatchback,silver,0,2019-03-03,50,9
7910,2010,chrysler town & country,excellent,6,gas,103065,automatic,mini-van,red,0,2018-07-28,19,8
7910,2010,ford explorer,excellent,6,gas,162301,automatic,SUV,white,1,2018-11-25,45,8
12500,2016,ford fusion,excellent,4,gas,49000,automatic,sedan,grey,0,2018-05-21,13,2
12911,2011,gmc sierra 1500,excellent,8,gas,196241,automatic,truck,unknown,1,2019-03-11,41,8
7914,2014,ford focus se,excellent,4,gas,118878,automatic,sedan,red,0,2018-07-13,8,4
8915,2015,ford focus,excellent,4,gas,107272,automatic,hatchback,white,0,2018-07-18,37,3
7913,2013,ford focus,excellent,4,gas,99840,automatic,sedan,blue,0,2019-01-14,33,6
10500,2010,bmw x5,excellent,6,gas,104553,automatic,SUV,grey,1,2019-01-18,29,9
9900,2010,ford f-150,like new,6,gas,97200,automatic,truck,grey,1,2018-12-02,160,8
27950,2011,ford f-250,excellent,8,diesel,127900,automatic,pickup,black,1,2018-05-14,86,7
10495,2012,nissan rogue,excellent,4,gas,43650,automatic,wagon,silver,1,2018-07-14,13,6
7500,2011,ford f-150,good,8,gas,2004,automatic,pickup,unknown,1,2018-08-10,11,7
2000,2007,jeep cherokee,fair,6,gas,152921,other,SUV,black,1,2018-12-13,27,11
18800,2015,buick enclave,excellent,6,gas,94000,automatic,SUV,blue,1,2018-08-24,44,3
13904,2011,chevrolet silverado,excellent,8,diesel,206927,automatic,truck,unknown,1,2018-11-22,49,7
12908,2008,chevrolet silverado,excellent,8,gas,140000,automatic,truck,silver,1,2018-10-13,1,10
12911,2011,gmc sierra 1500,excellent,8,gas,196241,automatic,truck,silver,1,2018-07-02,39,7
10999,2009,ram 1500,excellent,8,gas,199179,automatic,pickup,black,1,2018-11-27,25,9
22999,2011,ford f-150,excellent,8,gas,181318,automatic,pickup,red,1,2019-03-22,24,8
9999,2014,ford escape,excellent,4,gas,113227,automatic,SUV,unknown,0,2019-01-14,51,5
12999,2012,buick enclave,excellent,6,gas,89265,automatic,SUV,black,1,2018-06-20,15,6
11999,2008,gmc sierra 1500,excellent,8,gas,140000,automatic,pickup,blue,0,2018-05-09,4,10
29999,2012,ram 3500,excellent,6,diesel,163803,automatic,pickup,silver,1,2019-02-21,22,7
17999,2012,dodge charger,excellent,8,gas,53077,automatic,sedan,black,0,2018-05-13,47,6
11500,2009,ford f-150,excellent,8,gas,131565,automatic,pickup,green,0,2018-07-16,45,9
21999,2011,toyota 4runner,excellent,6,gas,118946,automatic,SUV,black,1,2018-07-11,39,7
11999,2009,ford f-150,excellent,8,gas,131565,automatic,pickup,green,0,2018-06-19,52,9
10999,2008,ford f-150,excellent,6,gas,83855,automatic,pickup,green,0,2018-06-14,69,10
11999,2010,ford expedition,excellent,8,gas,129351,automatic,SUV,black,1,2019-02-17,28,9
18999,2013,chevrolet tahoe,excellent,8,gas,147798,automatic,SUV,white,1,2019-01-05,110,6
12999,2010,chevrolet suburban,excellent,8,gas,150239,automatic,SUV,red,1,2018-11-30,7,8
12999,2012,acura tl,excellent,6,gas,122072,automatic,sedan,grey,0,2018-11-19,15,6
9999,2014,ford fusion,excellent,4,gas,90000,automatic,sedan,white,0,2018-10-09,21,4
18999,2008,jeep wrangler,excellent,6,gas,140000,automatic,SUV,unknown,1,2018-08-13,31,10
11999,2003,chevrolet corvette,excellent,8,gas,144154,automatic,coupe,red,0,2018-08-04,15,15
7999,2007,acura tl,excellent,6,gas,137562,automatic,sedan,unknown,0,2018-08-02,29,11
14950,2008,ford f-250 super duty,good,8,diesel,116429,automatic,truck,white,1,2019-02-11,53,11
6999,2011,toyota corolla,excellent,4,gas,149101,automatic,sedan,grey,0,2018-07-21,85,7
